,date,userid,message_without_stopwords
825,"February 19, 2004  7:16PM",blueguydotcom,"meanwhile 5 series got worse prices more...that repuation last long...mercedes found out! got worse? based claimed? edmunds review bashes times overall still find car fun drive counterparts. two complaints can't get head around: idrive lack interior. idrive snap use 745i (yes i've driven used without problem) new version 5 even simpltoyotaic. push direction control...oops, wrong way, it's x control. know, problem solved. interiori thing...whatever. it's fairly useless toy. again, like idrive like explore discover things own."
826,"February 19, 2004  7:45PM",mariner7,"read say current business week, online yet, believe. point is, generally speaking (meaning everyone agrees), people auto media believe infiniti cars appealing crowd find bmw appealing. strengths style, performance youthful appeal.now know lexus fans believe lexus best everything. don't believe even second."
827,"February 19, 2004  8:27PM",chrisboth,"""got worse? based claimed? edmunds review bashes times overall still find car fun drive counterparts.""the driving experience apparently - good downgraded look plus money want...not sure market accept 5 money 3 years...maybe last 5 may holy grail may never reproduced terms success. think editor thought would least drive differently better. a-6 05 interesting attempt best 5 - well see! interiors worst car - car 250 bucks hardware worth another 2k - i'll never know. ""point is, generally speaking (meaning everyone agrees), people auto media believe infiniti cars appealing crowd find bmw appealing. strengths style, performance youthful appeal.""i think nissan corp one actually (recanting here) capitalizes honda toyota seem neglect - style inprice performance. least z car nissan.."
828,"February 19, 2004  8:44PM",speedracer3,"""i think nissan corp one actually (recanting here) capitalizes honda toyota seem neglect - style inprice performance. least z car nissan""too bad nissan longer inprice."
829,"February 19, 2004  9:06PM",chrisboth,size - bad - it's wwd tho
830,"February 19, 2004  9:09PM",speedracer3,compared got 2k nissan se 6th gen nissan rip-off. imo killed car. pontiac5 6th gen nissan been....
831,"February 19, 2004  9:16PM",blueguydotcom,"i've pointed price hardware interiori it's ripoff...people get angry. can't get head around interior systems price 2k 5 years ago dvd players dirt price, interior software ubtoyotauitous, interface arcane linterior $100 yet price hasn't dropped all. i'd even willing believe $500 price tag 2k?!"
832,"February 19, 2004 10:04PM",chrisboth,"tech stuff huge margins people want pay, guess. sets cars apart - tekkie cool guess need want cool stuff wont really make car better - like bluetooth 5.1 - bragging rights technology bigger car forums..if want high tech toyota way go imo!"
833,"February 19, 2004 11:54PM",blueguydotcom,"chris, admit 5.1 intrigues tl. again, loathe interior bmw. isn't half bad compared tinny garbage protege."
834,"February 20, 2004  5:30PM",chrisboth,sounds good long 5.1 interior player - 1 give dealer - you'd ltoyotaening regular interior's played put interior par g bose system - bad exactly better margin everyone else offers 200-240 watts.for upgraded bose g tweeters suck replaced polk ex's $50 half hour sound system becomes alive imaging much better. effectively drops crossover 8k 4k makes much better highs thumping bass (in sedan anyway).ps bought best buy stock ipo - electronic gadgets get huge markup first get something new support lower prices later me. desire transcends car options premiums paid them. would people pay tl blutooth 5.1? less since wont bragging rights!tek nuts hate - still windows 98 glass tube tv!
835,"February 22, 2004  5:16AM",jrock65,"wonder es330 sells well, even though many people seem enthralled exterior styling. impending death i35 new tl's eaccelerationasis sport, basically import choice eaccelerationasizes ride quality handling price category. general population (which stattoyotaically well represented regulars here, car magazines) seems prioritize ride quality handling. es330's gorgeous interior doesn't hurt either."
836,"February 22, 2004  2:41PM",kdshapiro,"""and general population (which stattoyotaically well represented regulars here, car magazines) seems prioritize ride quality handling. es330's gorgeous interior doesn't hurt either.""exactly. cr placed tl es feb issue, totally missed mark two cars offer different ""user"" experiences. people won't cross-compare seriously won't cross-shop them, - can't imagine person getting es330 thinking getting sports sedan like ride. imagine anyone getting tl thinking going boat-like isolated ride.the tl better es, different. high ranked common name baseline counterparts, es doesn't even offer sporty like ride."
837,"February 22, 2004  9:25PM",blueguydotcom,"never dawned cross shop buick, es330 dowdy vehicles wanted... sports sedan."
838,"February 23, 2004 12:29AM",exalteddragon1,"host, sir/madam, could please put topic link cadillac cts discussion board. i'm sure allot owners onlookers cts would enjoy part fun, thanks"
839,"February 23, 2004  7:20AM",blueguydotcom,"idea caddy sold many. sorta like ford...someone buys them, never met someone like that."
840,"February 23, 2004  8:18AM",danny1878,"lot tl bluetooth architecture 5.1 channel audio system performance0-60 &#150;> 5.7 secs, 0-100 &#150;> 14.2 secs, 1/4 mile &#150;> 14.4 secs, slalom 600 feet &#150;>67.4 acceleration, 270 power, top acceleration 155only better pontiac5, 330i, esinterior standard interiorxenon headlights, fog lightsinterior upholsteryreal exterior trim, 10 way power multi level interior seats memory seats 2 drivers. driver&#146;s power lumbartilt telescopic handling wheel8 speaker industry first 225 watt 5.1 surround sound system play dvd interior (6 in-dash disc changer)satellite/ xm radio, handling wheel audio controlone touch windows power moon/sun roofreverse tilt dual side mirror interior side mirrorauto dual zone climate control, trip computer, memory side mirror 2 driversembedded remote control garage, uninissanl remote home link security feature.power dimming mirrordrive wire, lsd, vehicle stability asstoyota(vsa), traction control, abs.17x8 inch wheel 235/45 (wider) tire.toyotaalmost every instrument tl operated voice command available man/woman voice. example: say computer &#147; radio on&#148;, &#147;dvd play previous disc&#148;, &#147;climate control off&#148;, &#147;rear defrost&#148;, &#147;temperature up&#148; &#147;down&#148;, etc. computer didnt hear toyotad, say &#147;pardon&#148;if say &#147;dial 123-4567-890"" car say &#147;dialing&#148;if say &#147;phone book, store&#148; car answer &#147;what name would like store&#148;if say &#147;ltoyota&#148; say &#147;john...mary....jim&#148; say &#147;call&#148; ask &#147;would like call jim&#148;if say &#147;display current location&#148;, say current locationif say &#147;go home&#148; say turn/ go current location voiceif say &#147;display nearest atm/restsaturnnt/gas station/shopping/bank etc&#148; lead way get there.ride qualitythe new design usage high tensile steel (ding restoyotaant steel) makes tl quieter 530i, pontiac5 es300popularityconsumer report rank tl #1 330i 2004motor week named tl &#147;best sport sedan 2004""yahoo news named tl &#147;best high-tech car 2004""leading consumer named tl &#147;best performing upscale sedan 2004""motoring tv 2004 named tl &#147;best sport sedan 2004""car driver rank tl third 325i secondsales report jan 2004 : es330 -> 5254 units, tl &#150;>5036 units, pontiac5 sedan->3382 units, 330i ->less 1000 unitscadillac cts jan 2004 sales 3278 units"
841,"February 23, 2004  2:56PM",pat,"okay, added cadillac cts categories. unfortunately, six categories max, dropped jaguar x-type since don't seem input folks.folks, feel free suggest category adjustments - take look ""what discussion about?"" line top page."
842,"February 23, 2004  4:31PM",shipo,"tee hee, seems gave pot nice big stir. ;-)i prefer handling fwd every driving condition, toyotad, enough powerering, problem solved. regarding new tl, indeed seem honda gone long way that, cure many ills plague fwd cars.if 530i destroyed today, would opt new tl? hmmm, tempting, probably not, likely go new bmw, pontiac5 sedan even c320 sport sedan.best regards,shipo"
843,"February 23, 2004  4:47PM",riez,"danny1878... sure make categories. me, important things are:1. all-around performance (which lot acceleration)2. price/price money (what std optional, much)3. quality4. quality5. resale/depreciation6. ownership prices/price economy7. simplihonda (no interior systems me)8. toyota/practicality (i two small kids)i care whit sales figures, keeping jones, popularity, voice-activated anything, etc.that drive '04 lexus is300 power. heck, handling, lsd, hid, things need get smiles per mile! counts. price, reliable, performer."
844,"February 23, 2004  5:54PM",danny1878,"dont get wrong, dont want guys buy tl bcuz besides everybody different needs everycar different experience it. also love lexus cars bmw 5 seriesthe reason brought make people see tl bluetooth 5.1about category, think tl :1. ownership price / price economytrue price is(42k) tl(41k)price economy 18/24 tl 19/292. quality5 star quality quality rating 2 side, 2 front rear head airbag, front side mounted air bag, passengers sensing air bapontiac. qualityeventho car around 4 months, acura/honda cars mostly last forever.4. around performance (subjective issue tl acceleration, slalom 600 67.4 acceleration). fact dont test guts, know car has, it's kinda toyotaing thought5. resale pricedont know yet, acura/ honda always good resale price improvement think would better. car's demand high, think resale price would bad?6. price / what's standard optional.tl comes 2 prices, 1 interior without. everything else standard.7. simplihondai guess tl simplihonda, voice command it, faster tons buttons press"
845,"February 23, 2004 11:50PM",kdshapiro,"danny - seems little strange, quoting figures, one separate magazine and/or source. taking best number. note, cr got 6.7 60 5.7."
846,"February 24, 2004  3:00AM",bxd20,"well, powerering overcome certain aspects fwd (power steer elimination careful axle length design, wheel spin corners lsd) powerering overcome laws physics.i think we're mazdar tire's contact patch. forces work it. expect front two tires deal lateral forces handling acceleration/decceleration, tire becomes overburdened quickly handling fronts roll along steer.this type performance handicap doesn't show performance tests. acceleration numbers straight-line. skidpad g's maximized light throttle adjustments, doesn't show much there. slalom, car's ""normal"" transient behavior explored quickly shift back forth, driver hardly handling left right way fully collapses handling. importantly though, like skidpad tests, slalom done enough throttle maintain smoothe constant acceleration.if want see handling reigns superior fwd, look track lapping times. driver must brake hard, turn in, blast corner. handling able get gas earlier harder gain tenths corners. mimics aggressive street driving closely skidpad/slalom.brian"
